id,model,SKU,scaned_images_path,website_images_path,category,source,first_date,semi,avg_of_stones,craeted_at,updated_at
2759,2-1083,G21083,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2760,2-1084,G21084,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,21/08/2017,22/04/2024
2761,2-1085,G21085,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,12/06/2023,22/04/2024
2762,2-1086,G21086,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2763,2-1087,G21087,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2764,2-1088,G21088,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2765,2-1089,G21089,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2766,2-1090,G21090,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2767,2-1091,G21091,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2768,2-1092,G21092,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2769,2-1093,G21093,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,21/08/2017,22/04/2024
2770,2-1094,G21094,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2771,2-1095,G21095,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,13/06/2023,22/04/2024
2772,2-1096,G21096,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2773,2-1097,G21097,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,13/06/2023,22/04/2024
2774,2-1098,G21098,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2775,2-1099,G21099,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,30/05/2023,22/04/2024
2776,2-1100,G21100,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2777,2-1101,G21101,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2778,2-1102,G21102,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2779,2-1103,G21103,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2780,2-1104,G21104,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2781,2-1105,G21105,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,01/06/2023,22/04/2024
2782,2-1106,G21106,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2783,2-1107,G21107,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2784,2-1108,G21108,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,21/08/2017,22/04/2024
2785,2-1109,G21109,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,21/08/2017,22/04/2024
2786,2-1110,G21110,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2787,2-1111,G21111,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2788,2-1112,G21112,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2789,2-1113,G21113,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2790,2-1114,G21114,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2791,2-1115,G21115,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2792,2-1116,G21116,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2793,2-1117,G21117,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,29/05/2023,22/04/2024
2794,2-1118,G21118,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2795,2-1119,G21119,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,0.15,30/05/2023,22/04/2024
2796,2-1120,G21120,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2797,2-1121,G21121,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,29/05/2023,22/04/2024
2798,2-1122,G21122,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,0.33,30/05/2023,22/04/2024
2799,2-1123,G21123,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,30/05/2023,22/04/2024
2800,2-1124,G21124,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2801,2-1125,G21125,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2802,2-1126,G21126,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2803,2-1127,G21127,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2804,2-1128,G21128,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2805,2-1129,G21129,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,17/04/2021,22/04/2024
2806,2-1130,G21130,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,17/04/2021,22/04/2024
2807,2-1131-A,G21131A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,14/04/2021,22/04/2024
2808,2-1131-B,G21131B,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,08/04/2021,22/04/2024
2809,2-1132,G21132,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,14/04/2021,22/04/2024
2810,2-1133-A,G21133A,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,24/06/2023,22/04/2024
2811,2-1133-B,G21133B,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,24/06/2023,22/04/2024
2812,2-1133,G21133,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,24/06/2023,22/04/2024
2813,2-1134-A,G21134A,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,12/05/2023,22/04/2024
2814,2-1134-B,G21134B,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,05/05/2023,22/04/2024
2815,2-1134,G21134,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,26/06/2023,22/04/2024
2816,2-1135-A,G21135A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,14/04/2021,22/04/2024
2817,2-1135-B,G21135B,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,14/04/2021,22/04/2024
2818,2-1136,G21136,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,14/04/2021,22/04/2024
2819,2-1137-A,G21137A,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,26/06/2023,22/04/2024
2820,2-1137-B,G21137B,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,0.29,11/05/2023,22/04/2024
2821,2-1137,G21137,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,26/06/2023,22/04/2024
2822,2-1138,G21138,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,14/04/2021,22/04/2024
2823,2-1139,G21139,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2824,2-1140,G21140,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,0.76,11/05/2023,22/04/2024
2825,2-1141,G21141,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/05/2023,22/04/2024
2826,2-1142,G21142,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2827,2-1143,G21143,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2828,2-1144,G21144,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2829,2-1145,G21145,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/05/2023,22/04/2024
2830,2-1146,G21146,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2831,2-1147,G21147,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,21/08/2017,22/04/2024
2832,2-1148,G21148,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2833,2-1149,G21149,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2834,2-1150,G21150,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2835,2-1151,G21151,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2836,2-1152,G21152,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/05/2023,22/04/2024
2837,2-1153,G21153,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2838,2-1154,G21154,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2839,2-1155,G21155,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2840,2-1156,G21156,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2841,2-1157,G21157,H:\Gold-Models\,H:\Gold-Models\, , production,21/07/2020, ,Not Available,21/08/2017,22/04/2024
2842,2-1158,G21158,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2843,2-1159,G21159,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2844,2-1160,G21160,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2845,2-1161,G21161,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2846,2-1162-A,G21162A,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,11/03/2023,22/04/2024
2847,2-1162-B,G21162B,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,26/12/2022,22/04/2024
2848,2-1162,G21162,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/06/2023,22/04/2024
2849,2-1163,G21163,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,14/04/2021,22/04/2024
2850,2-1164,G21164,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/03/2016,22/04/2024
2851,2-1165,G21165,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,21/08/2017,22/04/2024
2852,2-1166,G21166,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,21/08/2017,22/04/2024
2853,2-1167,G21167,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2854,2-1168,G21168,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2855,2-1169,G21169,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2856,2-1170,G21170,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2857,2-1171,G21171,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2858,2-1172,G21172,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2859,2-1173,G21173,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2860,2-1174,G21174,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2861,2-1175-A,G21175A,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,01/11/2022,22/04/2024
2862,2-1175-B,G21175B,H:\Gold-Models\,H:\Gold-Models\, , production,27/11/2020, ,Not Available,16/07/2021,22/04/2024
2863,2-1175,G21175,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,26/06/2023,22/04/2024
2864,2-1176,G21176,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,21/08/2017,22/04/2024
2865,2-1177,G21177,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,21/08/2017,22/04/2024
2866,2-1178,G21178,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,21/08/2017,22/04/2024
2867,2-1179,G21179,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2868,2-1180,G21180,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2869,2-1181,G21181,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2870,2-1182,G21182,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,21/08/2017,22/04/2024
2871,2-1183,G21183,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2872,2-1184,G21184,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2873,2-1185,G21185,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2874,2-1186,G21186,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2875,2-1187,G21187,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2876,2-1188,G21188,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2877,2-1189,G21189,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2878,2-1190,G21190,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/05/2023,22/04/2024
2879,2-1191,G21191,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2880,2-1192,G21192,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,12/05/2023,22/04/2024
2881,2-1193,G21193,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2882,2-1194,G21194,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,26/12/2022,22/04/2024
2883,2-1195,G21195,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2884,2-1196,G21196,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2885,2-1197,G21197,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2886,2-1199,G21199,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2887,2-1200,G21200,H:\Gold-Models\,H:\Gold-Models\, , production,12/08/2020, ,Not Available,21/08/2017,22/04/2024
2888,2-1201,G21201,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,21/08/2017,22/04/2024
2889,2-1202,G21202,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,26/12/2022,22/04/2024
2890,2-1203,G21203,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,29/05/2023,22/04/2024
2891,2-1204,G21204,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,11/03/2023,22/04/2024
2892,2-1205,G21205,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,14/04/2021,22/04/2024
2893,2-1206,G21206,H:\Gold-Models\,H:\Gold-Models\, ,Italian,Italian, ,Not Available,11/05/2023,22/04/2024
2894,2-1207,G21207,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2895,2-1208,G21208,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2896,2-1209,G21209,H:\Gold-Models\,H:\Gold-Models\,**,Italian,Italian, ,Not Available,12/05/2023,22/04/2024
2897,2-1210,G21210,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2898,2-1211,G21211,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,14/04/2021,22/04/2024
2899,2-1212,G21212,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/04/2021,22/04/2024
2900,2-1213,G21213,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,08/11/2023,22/04/2024
2901,2-1214,G21214,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,21/08/2017,22/04/2024
2902,2-1215,G21215,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2903,2-1216,G21216,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2904,2-1217,G21217,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,12/04/2021,22/04/2024
2905,2-1218,G21218,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,13/06/2023,22/04/2024
2906,2-1219,G21219,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2907,2-1220,G21220,H:\Gold-Models\,H:\Gold-Models\, , production,26/10/2020, ,Not Available,21/08/2017,22/04/2024
2908,2-1221,G21221,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2909,2-1222,G21222,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,21/08/2017,22/04/2024
2910,2-1223,G21223,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2911,2-1224,G21224,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,26/12/2022,22/04/2024
2912,2-1225,G21225,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2913,2-1226,G21226,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2914,2-1227,G21227,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2915,2-1228,G21228,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,12/06/2023,22/04/2024
2916,2-1229,G21229,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,30/05/2023,22/04/2024
2917,2-1230,G21230,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2918,2-1231,G21231,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2919,2-1232,G21232,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2920,2-1233,G21233,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2921,2-1234,G21234,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2922,2-1235,G21235,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,29/12/2022,22/04/2024
2923,2-1236,G21236,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,29/05/2023,22/04/2024
2924,2-1237,G21237,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,29/12/2022,22/04/2024
2925,2-1238,G21238,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2926,2-1239,G21239,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2927,2-1240,G21240,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,01/06/2023,22/04/2024
2928,2-1241,G21241,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2929,2-1242,G21242,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2930,2-1243,G21243,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2931,2-1244,G21244,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2932,2-1245,G21245,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2933,2-1246,G21246,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,30/05/2023,22/04/2024
2934,2-1247,G21247,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2935,2-1248,G21248,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2936,2-1249,G21249,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2937,2-1250,G21250,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2938,2-1251,G21251,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2939,2-1252,G21252,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2940,2-1253,G21253,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2941,2-1254,G21254,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2942,2-1255,G21255,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2943,2-1256,G21256,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,19/06/2017,22/04/2024
2944,2-1257,G21257,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,20/07/2017,22/04/2024
2945,2-1258,G21258,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,22/07/2017,22/04/2024
2946,2-1259,G21259,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,12/05/2023,22/04/2024
2947,2-1260,G21260,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,27/07/2017,22/04/2024
2948,2-1261,G21261,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,05/08/2017,22/04/2024
2949,2-1262,G21262,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
2950,2-1263,G21263,H:\Gold-Models\,H:\Gold-Models\, , production,12/11/2020, ,Not Available,21/08/2017,22/04/2024
2951,2-1264,G21264,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,21/08/2017,22/04/2024
